"","scenario","No fishing","-50%  fishing","+25%  fishing","+75%  fishing"
"39","Lemon.sole","1.0188372725072","1.0152966925869","0.999802576226443","0.957225747419572"
"40","Witch","1.1314065884456","1.08716122641165","1.01535586340364","0.909000431163746"
"41","Turbot","1.05446744212987","1.02192751284369","1.00729416775827","0.279704156101473"
"42","Megrim","0.881714047604434","0.941167220291635","1.05490088392587","1.04624075480907"
"43","Halibut","1.2180262108216","1.10836189792375","0.992985949330977","1.07816126877182"
"44","Dragonets","0.689859271043807","0.832572284029223","1.0414549666049","1.19924735759255"
"45","Catfish..Wolf.fish.","1.97808940391284","1.44714539144199","1.00609886489569","0.769112878872594"
"46","Large.demersal.fish","3.26669500316129","1.88184608896731","1.00725492547917","0.928222043823955"
"47","Small.demersal.fish","1.10539482998153","1.06969403099112","1.00377121781255","1.04709499103556"
"48","Miscellaneous.filterfeeding.pelagic.fish","1.15446053305922","1.07679110591616","0.995099656271098","1.18020777831199"
"49","Squid...cuttlefish","1.12649424109112","1.04072677479635","0.983293388585172","1.12256253222794"
"50","Fish.larvae","1.02574890256925","1.01450118978481","0.994102787944109","0.893366043610789"
"51","Carnivorous.zooplankton","1.20343648405499","1.09724771843452","0.97688044079656","1.08546483885677"
"52","Herbivorous...Omnivorous.zooplankton..copepods.","1.11389538963906","1.05496239850642","0.986463770792482","0.999995732820491"
"53","Gelatinous.zooplankton","1.02916102974648","1.00558229484323","0.989423847039525","0.997304505366926"
"54","Large.crabs","0.664561008749748","0.833072079120854","1.01484517877731","1.05698432193146"
"55","Nephrops","0.782817249657101","0.888354606778054","1.05690571488305","0.879030747633943"
"56","Epifaunal.macrobenthos..mobile.grazers.","0.972466991070521","0.986308122554547","1.00370077611775","0.962404341093589"
"57","Infaunal.macrobenthos","0.97255849137755","0.9866538678589","1.00322999757146","0.967147260724925"
"58","Shrimp","0.811800301356505","0.920502931169439","1.00870513681355","0.893401874118154"
"59","Small.mobile.epifauna..swarming.crustaceans.","0.979045536724818","0.989544988141264","1.00230344942725","0.975875878036179"
"60","Small.infauna..polychaetes.","0.975780002837171","0.988082891646488","1.00356485377899","0.97748507525574"
"61","Sessile.epifauna","0.963058960408158","0.981690991850289","1.00396687490119","0.957776222171907"
"62","Meiofauna","0.985518714245042","0.992968665683971","1.00156378863663","0.976944449686379"
"63","Benthic.microflora..incl.Bacteria.protozoa..","0.984161090046929","0.992208526049585","1.00175754723001","0.980657538491066"
"64","Planktonic.microflora..incl.Bacteria.protozoa.","0.979597249905089","0.990045798013238","1.00250109684389","0.977922828799048"
"65","Diving.seabirds","0.955852625419698","0.978803828302296","0.980516489215251","0.955102394097641"
"66","Phytoplankton","0.966434131049327","0.983577956615213","1.00403020688441","0.969778036960945"
"67","Detritus...DOM..water.column","0.986791446863861","0.993534927995982","1.00152926529174","0.981614881333173"
"68","Detritus...POM...sediment","0.983669207986538","0.992006954818253","1.001955380093","0.980757177957036"
"69","Discards","0.297532781237684","0.688185021227187","0.905280984528479","1.1494703276556"
